customer_id,customer_segment,region,registration_date,age_group
961,Premium,East,2023-06-10 20:42:37.278639320,26-35
962,Standard,North,2023-06-11 09:51:24.942471240,36-45
963,Standard,North,2023-06-11 23:00:12.606303152,46-55
964,Standard,West,2023-06-12 12:09:00.270135072,46-55
965,Standard,West,2023-06-13 01:17:47.933966984,46-55
966,Standard,North,2023-06-13 14:26:35.597798904,55+
967,Basic,North,2023-06-14 03:35:23.261630816,46-55
968,Standard,South,2023-06-14 16:44:10.925462736,18-25
969,Standard,South,2023-06-15 05:52:58.589294648,46-55
970,Standard,North,2023-06-15 19:01:46.253126568,26-35
971,Standard,South,2023-06-16 08:10:33.916958480,18-25
972,Basic,Central,2023-06-16 21:19:21.580790400,36-45
973,Basic,West,2023-06-17 10:28:09.244622312,26-35
974,Standard,West,2023-06-17 23:36:56.908454232,18-25
975,Premium,North,2023-06-18 12:45:44.572286144,18-25
976,Standard,East,2023-06-19 01:54:32.236118064,18-25
977,Standard,North,2023-06-19 15:03:19.899949976,55+
978,Premium,South,2023-06-20 04:12:07.563781896,18-25
979,Standard,East,2023-06-20 17:20:55.227613808,26-35
980,Standard,South,2023-06-21 06:29:42.891445728,36-45
981,Standard,Central,2023-06-21 19:38:30.555277640,26-35
982,Basic,South,2023-06-22 08:47:18.219109560,55+
983,Premium,Central,2023-06-22 21:56:05.882941472,18-25
984,Premium,Central,2023-06-23 11:04:53.546773392,36-45
985,Basic,South,2023-06-24 00:13:41.210605304,46-55
986,Standard,South,2023-06-24 13:22:28.874437224,55+
987,Standard,Central,2023-06-25 02:31:16.538269136,36-45
988,Standard,East,2023-06-25 15:40:04.202101056,46-55
989,Standard,Central,2023-06-26 04:48:51.865932968,18-25
990,Basic,West,2023-06-26 17:57:39.529764888,26-35
991,Basic,Central,2023-06-27 07:06:27.193596800,26-35
992,Standard,East,2023-06-27 20:15:14.857428720,55+
993,Standard,West,2023-06-28 09:24:02.521260632,26-35
994,Standard,North,2023-06-28 22:32:50.185092552,26-35
995,Standard,North,2023-06-29 11:41:37.848924464,26-35
996,Premium,East,2023-06-30 00:50:25.512756384,18-25
997,Basic,Central,2023-06-30 13:59:13.176588296,26-35
998,Premium,South,2023-07-01 03:08:00.840420216,55+
999,Basic,East,2023-07-01 16:16:48.504252128,36-45
1000,Standard,West,2023-07-02 05:25:36.168084048,36-45
1001,Premium,West,2023-07-02 18:34:23.831915960,46-55
1002,Standard,North,2023-07-03 07:43:11.495747880,26-35
1003,Basic,West,2023-07-03 20:51:59.159579792,18-25
1004,Basic,East,2023-07-04 10:00:46.823411712,26-35
1005,Basic,West,2023-07-04 23:09:34.487243624,26-35
1006,Standard,East,2023-07-05 12:18:22.151075544,36-45
1007,Standard,South,2023-07-06 01:27:09.814907456,26-35
1008,Basic,North,2023-07-06 14:35:57.478739376,18-25
1009,Standard,West,2023-07-07 03:44:45.142571288,36-45
1010,Standard,East,2023-07-07 16:53:32.806403208,55+
1011,Standard,Central,2023-07-08 06:02:20.470235120,46-55
1012,Basic,North,2023-07-08 19:11:08.134067040,46-55
1013,Basic,South,2023-07-09 08:19:55.797898952,46-55
1014,Premium,East,2023-07-09 21:28:43.461730872,26-35
1015,Basic,South,2023-07-10 10:37:31.125562784,46-55
1016,Basic,South,2023-07-10 23:46:18.789394704,18-25
1017,Premium,West,2023-07-11 12:55:06.453226616,46-55
1018,Standard,West,2023-07-12 02:03:54.117058536,36-45
1019,Basic,East,2023-07-12 15:12:41.780890448,18-25
1020,Premium,Central,2023-07-13 04:21:29.444722368,46-55
1021,Standard,East,2023-07-13 17:30:17.108554280,55+
1022,Standard,Central,2023-07-14 06:39:04.772386200,26-35
1023,Basic,South,2023-07-14 19:47:52.436218112,46-55
1024,Basic,North,2023-07-15 08:56:40.100050032,18-25
1025,Basic,East,2023-07-15 22:05:27.763881944,36-45
1026,Standard,East,2023-07-16 11:14:15.427713856,36-45
1027,Basic,Central,2023-07-17 00:23:03.091545776,36-45
1028,Basic,South,2023-07-17 13:31:50.755377688,55+
1029,Standard,South,2023-07-18 02:40:38.419209608,55+
1030,Basic,Central,2023-07-18 15:49:26.083041520,46-55
1031,Premium,South,2023-07-19 04:58:13.746873440,26-35
1032,Standard,West,2023-07-19 18:07:01.410705352,55+
1033,Standard,North,2023-07-20 07:15:49.074537272,18-25
1034,Premium,East,2023-07-20 20:24:36.738369184,55+
1035,Premium,North,2023-07-21 09:33:24.402201104,26-35
1036,Standard,East,2023-07-21 22:42:12.066033016,18-25
1037,Standard,West,2023-07-22 11:50:59.729864936,46-55
1038,Basic,South,2023-07-23 00:59:47.393696848,26-35
1039,Premium,Central,2023-07-23 14:08:35.057528768,26-35
1040,Standard,West,2023-07-24 03:17:22.721360680,26-35
1041,Standard,North,2023-07-24 16:26:10.385192600,18-25
1042,Basic,Central,2023-07-25 05:34:58.049024512,26-35
1043,Standard,South,2023-07-25 18:43:45.712856432,18-25
1044,Standard,West,2023-07-26 07:52:33.376688344,36-45
1045,Basic,Central,2023-07-26 21:01:21.040520264,18-25
1046,Standard,West,2023-07-27 10:10:08.704352176,46-55
1047,Standard,West,2023-07-27 23:18:56.368184096,26-35
1048,Premium,South,2023-07-28 12:27:44.032016008,55+
1049,Basic,East,2023-07-29 01:36:31.695847928,55+
1050,Premium,Central,2023-07-29 14:45:19.359679840,26-35
1051,Basic,South,2023-07-30 03:54:07.023511760,46-55
1052,Standard,West,2023-07-30 17:02:54.687343672,46-55
1053,Basic,South,2023-07-31 06:11:42.351175592,55+
1054,Basic,East,2023-07-31 19:20:30.015007504,36-45
1055,Basic,Central,2023-08-01 08:29:17.678839424,18-25
1056,Standard,East,2023-08-01 21:38:05.342671336,36-45
1057,Basic,North,2023-08-02 10:46:53.006503256,36-45
1058,Standard,Central,2023-08-02 23:55:40.670335168,36-45
1059,Standard,East,2023-08-03 13:04:28.334167088,26-35
1060,Standard,West,2023-08-04 02:13:15.997999000,55+
1061,Basic,Central,2023-08-04 15:22:03.661830920,55+
1062,Basic,Central,2023-08-05 04:30:51.325662832,26-35
1063,Basic,South,2023-08-05 17:39:38.989494752,18-25
1064,Standard,West,2023-08-06 06:48:26.653326664,26-35
1065,Standard,North,2023-08-06 19:57:14.317158584,46-55
1066,Basic,East,2023-08-07 09:06:01.980990496,46-55
1067,Standard,South,2023-08-07 22:14:49.644822416,36-45
1068,Premium,East,2023-08-08 11:23:37.308654328,36-45
1069,Standard,North,2023-08-09 00:32:24.972486248,36-45
1070,Standard,North,2023-08-09 13:41:12.636318160,26-35
1071,Standard,Central,2023-08-10 02:50:00.300150080,36-45
1072,Standard,North,2023-08-10 15:58:47.963981992,46-55
1073,Premium,East,2023-08-11 05:07:35.627813912,55+
1074,Premium,West,2023-08-11 18:16:23.291645824,55+
1075,Basic,West,2023-08-12 07:25:10.955477744,55+
1076,Standard,Central,2023-08-12 20:33:58.619309656,36-45
1077,Standard,East,2023-08-13 09:42:46.283141576,36-45
1078,Standard,East,2023-08-13 22:51:33.946973488,46-55
1079,Standard,North,2023-08-14 12:00:21.610805408,55+
1080,Basic,East,2023-08-15 01:09:09.274637320,18-25
1081,Basic,South,2023-08-15 14:17:56.938469240,26-35
1082,Premium,North,2023-08-16 03:26:44.602301152,18-25
1083,Standard,South,2023-08-16 16:35:32.266133072,36-45
1084,Basic,Central,2023-08-17 05:44:19.929964984,26-35
1085,Basic,West,2023-08-17 18:53:07.593796904,26-35
1086,Standard,Central,2023-08-18 08:01:55.257628816,18-25
1087,Standard,West,2023-08-18 21:10:42.921460736,26-35
1088,Premium,Central,2023-08-19 10:19:30.585292648,55+
1089,Basic,East,2023-08-19 23:28:18.249124568,26-35
1090,Standard,South,2023-08-20 12:37:05.912956480,46-55
1091,Basic,West,2023-08-21 01:45:53.576788400,36-45
1092,Standard,North,2023-08-21 14:54:41.240620312,55+
1093,Standard,South,2023-08-22 04:03:28.904452232,18-25
1094,Standard,North,2023-08-22 17:12:16.568284144,55+
1095,Standard,South,2023-08-23 06:21:04.232116064,36-45
1096,Premium,South,2023-08-23 19:29:51.895947976,55+
1097,Standard,Central,2023-08-24 08:38:39.559779896,55+
1098,Premium,West,2023-08-24 21:47:27.223611808,26-35
1099,Basic,West,2023-08-25 10:56:14.887443728,18-25
1100,Standard,South,2023-08-26 00:05:02.551275640,26-35
1101,Premium,East,2023-08-26 13:13:50.215107560,36-45
1102,Basic,East,2023-08-27 02:22:37.878939472,26-35
1103,Basic,North,2023-08-27 15:31:25.542771392,26-35
1104,Basic,North,2023-08-28 04:40:13.206603304,36-45
1105,Basic,Central,2023-08-28 17:49:00.870435224,18-25
1106,Premium,South,2023-08-29 06:57:48.534267136,18-25
1107,Standard,North,2023-08-29 20:06:36.198099056,36-45
1108,Basic,North,2023-08-30 09:15:23.861930968,18-25
1109,Standard,South,2023-08-30 22:24:11.525762888,26-35
1110,Premium,Central,2023-08-31 11:32:59.189594800,36-45
1111,Basic,North,2023-09-01 00:41:46.853426720,36-45
1112,Standard,Central,2023-09-01 13:50:34.517258632,55+
1113,Standard,West,2023-09-02 02:59:22.181090552,36-45
1114,Standard,Central,2023-09-02 16:08:09.844922464,36-45
1115,Standard,East,2023-09-03 05:16:57.508754384,36-45
1116,Standard,East,2023-09-03 18:25:45.172586296,46-55
1117,Premium,Central,2023-09-04 07:34:32.836418216,55+
1118,Basic,East,2023-09-04 20:43:20.500250128,55+
1119,Standard,West,2023-09-05 09:52:08.164082048,46-55
1120,Premium,South,2023-09-05 23:00:55.827913960,18-25
1121,Basic,East,2023-09-06 12:09:43.491745880,26-35
1122,Basic,East,2023-09-07 01:18:31.155577792,18-25
1123,Basic,Central,2023-09-07 14:27:18.819409712,55+
1124,Basic,West,2023-09-08 03:36:06.483241624,46-55
1125,Standard,South,2023-09-08 16:44:54.147073544,46-55
1126,Standard,Central,2023-09-09 05:53:41.810905456,26-35
1127,Premium,Central,2023-09-09 19:02:29.474737376,46-55
1128,Standard,West,2023-09-10 08:11:17.138569288,26-35
1129,Standard,South,2023-09-10 21:20:04.802401200,18-25
1130,Standard,West,2023-09-11 10:28:52.466233120,26-35
1131,Basic,South,2023-09-11 23:37:40.130065032,36-45
1132,Standard,West,2023-09-12 12:46:27.793896952,36-45
1133,Premium,Central,2023-09-13 01:55:15.457728864,55+
1134,Standard,Central,2023-09-13 15:04:03.121560784,18-25
1135,Standard,North,2023-09-14 04:12:50.785392696,36-45
1136,Premium,East,2023-09-14 17:21:38.449224616,36-45
1137,Basic,West,2023-09-15 06:30:26.113056528,26-35
1138,Standard,North,2023-09-15 19:39:13.776888448,46-55
1139,Standard,East,2023-09-16 08:48:01.440720360,46-55
1140,Standard,West,2023-09-16 21:56:49.104552280,46-55
1141,Basic,South,2023-09-17 11:05:36.768384192,55+
1142,Standard,East,2023-09-18 00:14:24.432216112,46-55
1143,Standard,Central,2023-09-18 13:23:12.096048024,26-35
1144,Standard,North,2023-09-19 02:31:59.759879944,46-55
1145,Standard,East,2023-09-19 15:40:47.423711856,26-35
1146,Basic,East,2023-09-20 04:49:35.087543776,26-35
1147,Basic,Central,2023-09-20 17:58:22.751375688,18-25
1148,Standard,West,2023-09-21 07:07:10.415207608,46-55
1149,Basic,South,2023-09-21 20:15:58.079039520,46-55
1150,Basic,Central,2023-09-22 09:24:45.742871440,26-35
1151,Basic,South,2023-09-22 22:33:33.406703352,46-55
1152,Basic,West,2023-09-23 11:42:21.070535272,55+
1153,Standard,East,2023-09-24 00:51:08.734367184,18-25
1154,Standard,South,2023-09-24 13:59:56.398199104,26-35
1155,Standard,North,2023-09-25 03:08:44.062031016,46-55
1156,Basic,North,2023-09-25 16:17:31.725862936,26-35
1157,Premium,Central,2023-09-26 05:26:19.389694848,36-45
1158,Basic,West,2023-09-26 18:35:07.053526768,18-25
1159,Basic,Central,2023-09-27 07:43:54.717358680,36-45
1160,Premium,Central,2023-09-27 20:52:42.381190600,46-55
1161,Basic,Central,2023-09-28 10:01:30.045022512,46-55
1162,Premium,North,2023-09-28 23:10:17.708854432,46-55
1163,Standard,North,2023-09-29 12:19:05.372686344,55+
1164,Basic,Central,2023-09-30 01:27:53.036518264,46-55
1165,Premium,North,2023-09-30 14:36:40.700350176,46-55
1166,Basic,West,2023-10-01 03:45:28.364182096,18-25
1167,Basic,Central,2023-10-01 16:54:16.028014008,36-45
1168,Standard,North,2023-10-02 06:03:03.691845928,18-25
1169,Premium,South,2023-10-02 19:11:51.355677840,46-55
1170,Standard,Central,2023-10-03 08:20:39.019509760,26-35
1171,Standard,Central,2023-10-03 21:29:26.683341672,36-45
1172,Basic,West,2023-10-04 10:38:14.347173592,26-35
1173,Standard,East,2023-10-04 23:47:02.011005504,46-55
1174,Standard,East,2023-10-05 12:55:49.674837424,55+
1175,Standard,West,2023-10-06 02:04:37.338669336,26-35
1176,Standard,West,2023-10-06 15:13:25.002501256,55+
1177,Basic,West,2023-10-07 04:22:12.666333168,26-35
1178,Premium,East,2023-10-07 17:31:00.330165088,36-45
1179,Basic,West,2023-10-08 06:39:47.993997000,55+
1180,Standard,North,2023-10-08 19:48:35.657828920,26-35
1181,Basic,Central,2023-10-09 08:57:23.321660832,55+
1182,Standard,Central,2023-10-09 22:06:10.985492752,18-25
1183,Standard,South,2023-10-10 11:14:58.649324664,18-25
1184,Basic,South,2023-10-11 00:23:46.313156584,55+
1185,Premium,Central,2023-10-11 13:32:33.976988496,18-25
1186,Basic,North,2023-10-12 02:41:21.640820416,55+
1187,Standard,East,2023-10-12 15:50:09.304652328,55+
1188,Premium,East,2023-10-13 04:58:56.968484248,18-25
1189,Standard,North,2023-10-13 18:07:44.632316160,36-45
1190,Basic,East,2023-10-14 07:16:32.296148080,26-35
1191,Premium,West,2023-10-14 20:25:19.959979992,36-45
1192,Standard,Central,2023-10-15 09:34:07.623811912,18-25
1193,Standard,Central,2023-10-15 22:42:55.287643824,26-35
1194,Standard,North,2023-10-16 11:51:42.951475744,26-35
1195,Premium,East,2023-10-17 01:00:30.615307656,36-45
1196,Basic,South,2023-10-17 14:09:18.279139576,55+
1197,Basic,South,2023-10-18 03:18:05.942971488,46-55
1198,Basic,East,2023-10-18 16:26:53.606803408,46-55
1199,Basic,South,2023-10-19 05:35:41.270635320,36-45
1200,Premium,North,2023-10-19 18:44:28.934467240,46-55
1201,Basic,North,2023-10-20 07:53:16.598299152,26-35
1202,Premium,East,2023-10-20 21:02:04.262131072,46-55
1203,Premium,South,2023-10-21 10:10:51.925962984,55+
1204,Standard,North,2023-10-21 23:19:39.589794904,26-35
1205,Standard,North,2023-10-22 12:28:27.253626816,46-55
1206,Basic,West,2023-10-23 01:37:14.917458736,46-55
1207,Standard,West,2023-10-23 14:46:02.581290648,55+
1208,Standard,North,2023-10-24 03:54:50.245122568,46-55
1209,Standard,East,2023-10-24 17:03:37.908954480,26-35
1210,Basic,Central,2023-10-25 06:12:25.572786400,26-35
1211,Standard,Central,2023-10-25 19:21:13.236618312,18-25
1212,Standard,North,2023-10-26 08:30:00.900450232,46-55
1213,Premium,North,2023-10-26 21:38:48.564282144,18-25
1214,Basic,North,2023-10-27 10:47:36.228114064,55+
1215,Standard,East,2023-10-27 23:56:23.891945976,18-25
1216,Standard,West,2023-10-28 13:05:11.555777896,26-35
1217,Premium,North,2023-10-29 02:13:59.219609808,36-45
1218,Standard,North,2023-10-29 15:22:46.883441728,46-55
1219,Standard,South,2023-10-30 04:31:34.547273640,18-25
1220,Standard,East,2023-10-30 17:40:22.211105560,36-45
1221,Basic,North,2023-10-31 06:49:09.874937472,36-45
1222,Premium,South,2023-10-31 19:57:57.538769392,26-35
1223,Standard,Central,2023-11-01 09:06:45.202601304,18-25
1224,Basic,North,2023-11-01 22:15:32.866433224,46-55
1225,Standard,North,2023-11-02 11:24:20.530265136,36-45
1226,Standard,South,2023-11-03 00:33:08.194097056,18-25
1227,Standard,East,2023-11-03 13:41:55.857928968,46-55
1228,Standard,North,2023-11-04 02:50:43.521760888,55+
1229,Basic,Central,2023-11-04 15:59:31.185592800,36-45
1230,Standard,North,2023-11-05 05:08:18.849424712,36-45
1231,Basic,Central,2023-11-05 18:17:06.513256632,55+
1232,Standard,West,2023-11-06 07:25:54.177088544,55+
1233,Standard,West,2023-11-06 20:34:41.840920464,46-55
1234,Premium,Central,2023-11-07 09:43:29.504752376,36-45
1235,Standard,East,2023-11-07 22:52:17.168584296,36-45
1236,Standard,North,2023-11-08 12:01:04.832416208,46-55
1237,Basic,North,2023-11-09 01:09:52.496248128,26-35
1238,Standard,West,2023-11-09 14:18:40.160080040,36-45
1239,Basic,Central,2023-11-10 03:27:27.823911960,46-55
1240,Premium,North,2023-11-10 16:36:15.487743872,46-55
1241,Basic,North,2023-11-11 05:45:03.151575792,36-45
1242,Basic,East,2023-11-11 18:53:50.815407704,46-55
1243,Basic,South,2023-11-12 08:02:38.479239624,18-25
1244,Basic,West,2023-11-12 21:11:26.143071536,36-45
1245,Basic,West,2023-11-13 10:20:13.806903456,46-55
1246,Standard,South,2023-11-13 23:29:01.470735368,26-35
1247,Premium,North,2023-11-14 12:37:49.134567288,26-35
1248,Premium,East,2023-11-15 01:46:36.798399200,55+
1249,Basic,East,2023-11-15 14:55:24.462231120,26-35
1250,Standard,West,2023-11-16 04:04:12.126063032,26-35
1251,Basic,East,2023-11-16 17:12:59.789894952,55+
1252,Standard,South,2023-11-17 06:21:47.453726864,46-55
1253,Premium,North,2023-11-17 19:30:35.117558784,46-55
1254,Premium,South,2023-11-18 08:39:22.781390696,55+
1255,Standard,Central,2023-11-18 21:48:10.445222616,18-25
1256,Standard,West,2023-11-19 10:56:58.109054528,46-55
1257,Standard,East,2023-11-20 00:05:45.772886448,36-45
1258,Standard,Central,2023-11-20 13:14:33.436718360,46-55
1259,Premium,East,2023-11-21 02:23:21.100550280,36-45
1260,Standard,North,2023-11-21 15:32:08.764382192,36-45
1261,Standard,North,2023-11-22 04:40:56.428214112,36-45
1262,Basic,North,2023-11-22 17:49:44.092046024,36-45
1263,Standard,East,2023-11-23 06:58:31.755877944,46-55
1264,Standard,Central,2023-11-23 20:07:19.419709856,36-45
1265,Premium,North,2023-11-24 09:16:07.083541776,36-45
1266,Premium,Central,2023-11-24 22:24:54.747373688,36-45
1267,Standard,East,2023-11-25 11:33:42.411205608,36-45
1268,Standard,Central,2023-11-26 00:42:30.075037520,46-55
1269,Standard,East,2023-11-26 13:51:17.738869440,46-55
1270,Standard,East,2023-11-27 03:00:05.402701352,46-55
1271,Standard,West,2023-11-27 16:08:53.066533272,55+
1272,Basic,East,2023-11-28 05:17:40.730365184,46-55
1273,Basic,East,2023-11-28 18:26:28.394197104,36-45
1274,Premium,South,2023-11-29 07:35:16.058029016,46-55
1275,Standard,North,2023-11-29 20:44:03.721860936,55+
1276,Premium,West,2023-11-30 09:52:51.385692848,36-45
1277,Standard,West,2023-11-30 23:01:39.049524768,46-55
1278,Basic,West,2023-12-01 12:10:26.713356680,46-55
1279,Premium,South,2023-12-02 01:19:14.377188600,36-45
1280,Standard,East,2023-12-02 14:28:02.041020512,26-35
1281,Standard,North,2023-12-03 03:36:49.704852432,36-45
1282,Basic,Central,2023-12-03 16:45:37.368684344,55+
1283,Standard,East,2023-12-04 05:54:25.032516264,46-55
1284,Premium,South,2023-12-04 19:03:12.696348176,36-45
1285,Standard,East,2023-12-05 08:12:00.360180096,55+
1286,Standard,East,2023-12-05 21:20:48.024012008,36-45
1287,Premium,South,2023-12-06 10:29:35.687843928,36-45
1288,Standard,West,2023-12-06 23:38:23.351675840,46-55
1289,Premium,West,2023-12-07 12:47:11.015507760,46-55
1290,Premium,North,2023-12-08 01:55:58.679339672,26-35
1291,Standard,North,2023-12-08 15:04:46.343171592,36-45
1292,Premium,West,2023-12-09 04:13:34.007003504,36-45
1293,Standard,Central,2023-12-09 17:22:21.670835424,26-35
1294,Standard,East,2023-12-10 06:31:09.334667336,36-45
1295,Basic,Central,2023-12-10 19:39:56.998499256,36-45
1296,Standard,East,2023-12-11 08:48:44.662331168,26-35
1297,Premium,West,2023-12-11 21:57:32.326163088,36-45
1298,Premium,North,2023-12-12 11:06:19.989995000,18-25
1299,Standard,North,2023-12-13 00:15:07.653826920,36-45
1300,Basic,Central,2023-12-13 13:23:55.317658832,55+
1301,Premium,North,2023-12-14 02:32:42.981490752,46-55
1302,Basic,West,2023-12-14 15:41:30.645322664,26-35
1303,Premium,Central,2023-12-15 04:50:18.309154584,18-25
1304,Standard,East,2023-12-15 17:59:05.972986496,26-35
1305,Basic,North,2023-12-16 07:07:53.636818416,36-45
1306,Basic,South,2023-12-16 20:16:41.300650328,26-35
1307,Basic,North,2023-12-17 09:25:28.964482248,36-45
1308,Basic,East,2023-12-17 22:34:16.628314160,26-35
1309,Standard,Central,2023-12-18 11:43:04.292146080,46-55
1310,Basic,East,2023-12-19 00:51:51.955977992,26-35
1311,Premium,South,2023-12-19 14:00:39.619809912,26-35
1312,Basic,West,2023-12-20 03:09:27.283641824,46-55
1313,Standard,North,2023-12-20 16:18:14.947473744,26-35
1314,Basic,Central,2023-12-21 05:27:02.611305656,18-25
1315,Standard,West,2023-12-21 18:35:50.275137576,36-45
1316,Standard,East,2023-12-22 07:44:37.938969488,36-45
1317,Standard,Central,2023-12-22 20:53:25.602801408,46-55
1318,Basic,West,2023-12-23 10:02:13.266633320,26-35
1319,Premium,Central,2023-12-23 23:11:00.930465240,36-45
1320,Premium,South,2023-12-24 12:19:48.594297152,26-35
1321,Standard,South,2023-12-25 01:28:36.258129072,18-25
1322,Premium,North,2023-12-25 14:37:23.921960984,55+
1323,Basic,North,2023-12-26 03:46:11.585792904,46-55
1324,Standard,South,2023-12-26 16:54:59.249624816,26-35
1325,Basic,Central,2023-12-27 06:03:46.913456736,36-45
1326,Standard,South,2023-12-27 19:12:34.577288648,26-35
1327,Premium,North,2023-12-28 08:21:22.241120568,55+
1328,Basic,South,2023-12-28 21:30:09.904952480,18-25
1329,Standard,South,2023-12-29 10:38:57.568784400,18-25
1330,Standard,Central,2023-12-29 23:47:45.232616312,36-45
1331,Standard,West,2023-12-30 12:56:32.896448232,36-45
1332,Basic,North,2023-12-31 02:05:20.560280144,36-45
1333,Standard,Central,2023-12-31 15:14:08.224112056,18-25
1334,Basic,South,2024-01-01 04:22:55.887943976,26-35
1335,Basic,South,2024-01-01 17:31:43.551775888,36-45
1336,Standard,West,2024-01-02 06:40:31.215607808,26-35
1337,Premium,North,2024-01-02 19:49:18.879439720,55+
1338,Standard,North,2024-01-03 08:58:06.543271640,18-25
1339,Premium,East,2024-01-03 22:06:54.207103552,36-45
1340,Premium,North,2024-01-04 11:15:41.870935472,46-55
1341,Standard,West,2024-01-05 00:24:29.534767384,26-35
1342,Standard,East,2024-01-05 13:33:17.198599304,36-45
1343,Basic,East,2024-01-06 02:42:04.862431216,46-55
1344,Basic,South,2024-01-06 15:50:52.526263136,26-35
1345,Basic,South,2024-01-07 04:59:40.190095048,55+
1346,Standard,North,2024-01-07 18:08:27.853926968,36-45
1347,Standard,East,2024-01-08 07:17:15.517758880,26-35
1348,Standard,South,2024-01-08 20:26:03.181590800,36-45
1349,Basic,West,2024-01-09 09:34:50.845422712,26-35
1350,Premium,South,2024-01-09 22:43:38.509254632,46-55
1351,Basic,South,2024-01-10 11:52:26.173086544,46-55
1352,Standard,East,2024-01-11 01:01:13.836918464,46-55
1353,Standard,East,2024-01-11 14:10:01.500750376,55+
1354,Basic,Central,2024-01-12 03:18:49.164582296,46-55
1355,Standard,West,2024-01-12 16:27:36.828414208,36-45
1356,Basic,East,2024-01-13 05:36:24.492246128,26-35
1357,Basic,North,2024-01-13 18:45:12.156078040,36-45
1358,Standard,West,2024-01-14 07:53:59.819909960,18-25
1359,Standard,West,2024-01-14 21:02:47.483741872,46-55
1360,Standard,East,2024-01-15 10:11:35.147573792,36-45
1361,Basic,West,2024-01-15 23:20:22.811405704,18-25
1362,Standard,East,2024-01-16 12:29:10.475237624,18-25
1363,Standard,South,2024-01-17 01:37:58.139069536,26-35
1364,Standard,Central,2024-01-17 14:46:45.802901456,36-45
1365,Basic,South,2024-01-18 03:55:33.466733368,36-45
1366,Premium,East,2024-01-18 17:04:21.130565288,36-45
1367,Basic,East,2024-01-19 06:13:08.794397200,36-45
1368,Basic,South,2024-01-19 19:21:56.458229120,46-55
1369,Premium,North,2024-01-20 08:30:44.122061032,26-35
1370,Standard,North,2024-01-20 21:39:31.785892952,18-25
1371,Basic,North,2024-01-21 10:48:19.449724864,36-45
1372,Premium,East,2024-01-21 23:57:07.113556784,36-45
1373,Basic,West,2024-01-22 13:05:54.777388696,18-25
1374,Standard,East,2024-01-23 02:14:42.441220616,26-35
1375,Standard,West,2024-01-23 15:23:30.105052528,18-25
1376,Basic,South,2024-01-24 04:32:17.768884448,36-45
1377,Standard,Central,2024-01-24 17:41:05.432716360,26-35
1378,Standard,West,2024-01-25 06:49:53.096548280,36-45
1379,Standard,North,2024-01-25 19:58:40.760380192,46-55
1380,Standard,East,2024-01-26 09:07:28.424212112,26-35
1381,Premium,South,2024-01-26 22:16:16.088044024,55+
1382,Standard,North,2024-01-27 11:25:03.751875944,36-45
1383,Basic,South,2024-01-28 00:33:51.415707856,36-45
1384,Standard,Central,2024-01-28 13:42:39.079539776,46-55
1385,Standard,East,2024-01-29 02:51:26.743371688,46-55
1386,Standard,East,2024-01-29 16:00:14.407203608,36-45
1387,Basic,Central,2024-01-30 05:09:02.071035520,36-45
1388,Premium,East,2024-01-30 18:17:49.734867440,18-25
1389,Basic,West,2024-01-31 07:26:37.398699352,18-25
1390,Standard,South,2024-01-31 20:35:25.062531272,26-35
1391,Standard,North,2024-02-01 09:44:12.726363184,26-35
1392,Premium,Central,2024-02-01 22:53:00.390195104,26-35
1393,Premium,West,2024-02-02 12:01:48.054027016,18-25
1394,Standard,North,2024-02-03 01:10:35.717858936,46-55
1395,Standard,North,2024-02-03 14:19:23.381690848,55+
1396,Basic,Central,2024-02-04 03:28:11.045522768,55+
1397,Standard,West,2024-02-04 16:36:58.709354680,36-45
1398,Standard,North,2024-02-05 05:45:46.373186600,46-55
1399,Standard,North,2024-02-05 18:54:34.037018512,55+
1400,Basic,West,2024-02-06 08:03:21.700850432,36-45
1401,Premium,East,2024-02-06 21:12:09.364682344,26-35
1402,Premium,North,2024-02-07 10:20:57.028514264,55+
1403,Premium,South,2024-02-07 23:29:44.692346176,36-45
1404,Basic,West,2024-02-08 12:38:32.356178096,36-45
1405,Standard,North,2024-02-09 01:47:20.020010008,26-35
1406,Standard,Central,2024-02-09 14:56:07.683841928,18-25
1407,Basic,South,2024-02-10 04:04:55.347673840,46-55
1408,Basic,North,2024-02-10 17:13:43.011505760,36-45
1409,Standard,South,2024-02-11 06:22:30.675337672,26-35
1410,Basic,South,2024-02-11 19:31:18.339169592,26-35
1411,Standard,East,2024-02-12 08:40:06.003001504,36-45
1412,Premium,South,2024-02-12 21:48:53.666833424,36-45
1413,Standard,East,2024-02-13 10:57:41.330665336,26-35
1414,Premium,West,2024-02-14 00:06:28.994497256,55+
1415,Standard,East,2024-02-14 13:15:16.658329168,18-25
1416,Basic,Central,2024-02-15 02:24:04.322161088,26-35
1417,Premium,North,2024-02-15 15:32:51.985993000,46-55
1418,Premium,West,2024-02-16 04:41:39.649824920,26-35
1419,Standard,West,2024-02-16 17:50:27.313656832,46-55
1420,Basic,Central,2024-02-17 06:59:14.977488752,46-55
1421,Standard,East,2024-02-17 20:08:02.641320664,46-55
1422,Standard,North,2024-02-18 09:16:50.305152584,18-25
1423,Premium,East,2024-02-18 22:25:37.968984496,18-25
1424,Premium,South,2024-02-19 11:34:25.632816416,26-35
1425,Basic,East,2024-02-20 00:43:13.296648328,36-45
1426,Basic,West,2024-02-20 13:52:00.960480248,46-55
